"","Provincia","Estadillo","TREE_ID_IFN2","rumbo","distancia","specie","dbh_1","dbh_2","height","quality","shape","special_param","INVENTORY_ID","PLOT_ID","TREE_ID","IFN_TREE_ID","dbh","expan","basal_area"
"482924",25,982,38,287," 7.2",21,137,133,10,2,2,"2","IFN2","25_982","25_982_38","IFN2_25_982_38",13.5,31.8309886183791,143.138815279185
"482925",25,982,39,288," 7.1",21,164,156,10,2,2,"2","IFN2","25_982","25_982_39","IFN2_25_982_39",16,31.8309886183791,201.061929829747
"482926",25,982,40,288," 7.3",21,138,137,10,2,2,"","IFN2","25_982","25_982_40","IFN2_25_982_40",13.75,31.8309886183791,148.48934026733
"482927",25,982,41,301," 9.2",21,163,180,9.5,2,2,"","IFN2","25_982","25_982_41","IFN2_25_982_41",17.15,31.8309886183791,231.003271313866
"482928",25,982,42,305," 8.6",21,122,132,10,2,2,"","IFN2","25_982","25_982_42","IFN2_25_982_42",12.7,31.8309886183791,126.676869774374
"482929",25,982,43,311," 4.9",21,132,133,9,2,2,"","IFN2","25_982","25_982_43","IFN2_25_982_43",13.25,31.8309886183791,137.886465061465
"482930",25,982,44,326," 4.6",21,149,145,9,2,2,"","IFN2","25_982","25_982_44","IFN2_25_982_44",14.7,31.8309886183791,169.716689128555
"482931",25,982,45,329," 7.7",21,154,152,10,2,2,"","IFN2","25_982","25_982_45","IFN2_25_982_45",15.3,31.8309886183791,183.853856069709
"482932",25,982,46,334," 9.9",21,185,202,10.5,2,2,"","IFN2","25_982","25_982_46","IFN2_25_982_46",19.35,31.8309886183791,294.070743834681
"482933",25,982,47,340," 8.0",21,144,142,10,2,2,"","IFN2","25_982","25_982_47","IFN2_25_982_47",14.3,31.8309886183791,160.606070433144
"482934",25,982,48,355," 7.7",21,157,152,9,2,2,"","IFN2","25_982","25_982_48","IFN2_25_982_48",15.45,31.8309886183791,187.476505098379
"482935",25,982,49,357," 6.6",21,177,173,10,2,2,"","IFN2","25_982","25_982_49","IFN2_25_982_49",17.5,31.8309886183791,240.528187540469
"482936",25,982,50,363," 3.8",21,104,104,7,3,3,"","IFN2","25_982","25_982_50","IFN2_25_982_50",10.4,127.323954473516,84.948665353068
"482937",25,982,51,365," 3.4",21,159,154,10.5,2,2,"","IFN2","25_982","25_982_51","IFN2_25_982_51",15.65,31.8309886183791,192.361681674712
"482938",25,982,52,370," 3.7",21,147,139,10.5,2,2,"","IFN2","25_982","25_982_52","IFN2_25_982_52",14.3,31.8309886183791,160.606070433144
"482939",25,982,53,375," 8.8",21,157,155,9,2,2,"","IFN2","25_982","25_982_53","IFN2_25_982_53",15.6,31.8309886183791,191.134497044403
"486554",25,1160,1,119," 4.4",21,154,152,6,2,3,"","IFN2","25_1160","25_1160_1","IFN2_25_1160_1",15.3,31.8309886183791,183.853856069709
"486555",25,1160,2,133," 1.7",21,123,118,5.5,2,3,"","IFN2","25_1160","25_1160_2","IFN2_25_1160_2",12.05,127.323954473516,114.041776820718
"486556",25,1160,3,202," 2.4",21,136,138,6.5,2,3,"","IFN2","25_1160","25_1160_3","IFN2_25_1160_3",13.7,31.8309886183791,147.411381288067
"486557",25,1160,4,271," 3.9",21,115,114,6.5,2,3,"","IFN2","25_1160","25_1160_4","IFN2_25_1160_4",11.45,127.323954473516,102.967662716814
"486558",25,1160,5,286," 1.4",21,102,108,6,2,3,"","IFN2","25_1160","25_1160_5","IFN2_25_1160_5",10.5,127.323954473516,86.5901475145687
"486559",25,1160,6,301," 9.9",21,127,133,5.5,2,3,"","IFN2","25_1160","25_1160_6","IFN2_25_1160_6",13,31.8309886183791,132.732289614169
"486560",25,1160,7,308," 4.8",21,145,143,5.5,2,3,"","IFN2","25_1160","25_1160_7","IFN2_25_1160_7",14.4,31.8309886183791,162.860163162095
"486561",25,1160,8,396," 4.6",21,92,91,3.5,2,3,"","IFN2","25_1160","25_1160_8","IFN2_25_1160_8",9.15,127.323954473516,65.7554977350429
"486588",25,1177,1,59," 4.9",21,121,125,5,2,3,"","IFN2","25_1177","25_1177_1","IFN2_25_1177_1",12.3,127.323954473516,118.8228881404
"486589",25,1177,2,121," 4.5",21,82,77,4.5,2,3,"","IFN2","25_1177","25_1177_2","IFN2_25_1177_2",7.95,127.323954473516,49.6391274221272
"486590",25,1177,3,252," 4.4",21,96,96,4.5,2,3,"","IFN2","25_1177","25_1177_3","IFN2_25_1177_3",9.6,127.323954473516,72.3822947387088
"486591",25,1177,4,290," 8.8",21,143,138,5.5,2,3,"","IFN2","25_1177","25_1177_4","IFN2_25_1177_4",14.05,31.8309886183791,155.039560950065
"486592",25,1177,5,317," 3.2",21,91,90,4.5,2,3,"2","IFN2","25_1177","25_1177_5","IFN2_25_1177_5",9.05,127.323954473516,64.3260730776595
"486593",25,1177,6,320," 3.1",21,76,74,4.5,2,3,"2","IFN2","25_1177","25_1177_6","IFN2_25_1177_6",7.5,127.323954473516,44.1786466911065
"486816",25,1190,1,3," 9.2",21,196,199,9.5,2,2,"","IFN2","25_1190","25_1190_1","IFN2_25_1190_1",19.75,31.8309886183791,306.354371110217
"486817",25,1190,2,9," 6.7",21,138,141,9.5,2,2,"","IFN2","25_1190","25_1190_2","IFN2_25_1190_2",13.95,31.8309886183791,152.840446092552
"486818",25,1190,3,21," 4.8",21,153,161,9,2,2,"","IFN2","25_1190","25_1190_3","IFN2_25_1190_3",15.7,31.8309886183791,193.592793295837
"486819",25,1190,4,23,"14.6",21,234,232,11,2,2,"","IFN2","25_1190","25_1190_4","IFN2_25_1190_4",23.3,14.1471060526129,426.384808926841
"486820",25,1190,5,35," 2.1",21,170,175,10,2,2,"","IFN2","25_1190","25_1190_5","IFN2_25_1190_5",17.25,31.8309886183791,233.705040995953
"486821",25,1190,6,35,"15.3",21,299,282,10.5,2,2,"","IFN2","25_1190","25_1190_6","IFN2_25_1190_6",29.05,14.1471060526129,662.799473586515
"486822",25,1190,7,36," 9.9",21,254,259,11.5,2,2,"","IFN2","25_1190","25_1190_7","IFN2_25_1190_7",25.65,14.1471060526129,516.731123157858
"486823",25,1190,8,37," 5.4",21,169,159,9,2,2,"","IFN2","25_1190","25_1190_8","IFN2_25_1190_8",16.4,31.8309886183791,211.240690027378
"486824",25,1190,9,52," 6.8",21,229,233,11,2,2,"","IFN2","25_1190","25_1190_9","IFN2_25_1190_9",23.1,14.1471060526129,419.096313970512
"486825",25,1190,10,58," 3.9",21,210,208,10,2,2,"","IFN2","25_1190","25_1190_10","IFN2_25_1190_10",20.9,31.8309886183791,343.069771753639
"486826",25,1190,11,77," 4.9",21,140,144,10,2,2,"","IFN2","25_1190","25_1190_11","IFN2_25_1190_11",14.2,31.8309886183791,158.367685667461
"486827",25,1190,12,89," 8.6",21,167,172,9,2,2,"","IFN2","25_1190","25_1190_12","IFN2_25_1190_12",16.95,31.8309886183791,225.646855839495
"486828",25,1190,13,90," 6.6",21,161,161,10.5,2,2,"","IFN2","25_1190","25_1190_13","IFN2_25_1190_13",16.1,31.8309886183791,203.583057934253
"486829",25,1190,14,98," 1.9",21,118,118,11,2,2,"","IFN2","25_1190","25_1190_14","IFN2_25_1190_14",11.8,127.323954473516,109.358840271461
"486830",25,1190,15,98," 3.4",21,87,87,8.5,2,3,"","IFN2","25_1190","25_1190_15","IFN2_25_1190_15",8.7,127.323954473516,59.4467869875528
"486831",25,1190,16,109," 9.9",21,137,135,9.5,2,2,"","IFN2","25_1190","25_1190_16","IFN2_25_1190_16",13.6,31.8309886183791,145.267244301992
"486832",25,1190,17,111," 5.7",21,146,140,9,2,2,"","IFN2","25_1190","25_1190_17","IFN2_25_1190_17",14.3,31.8309886183791,160.606070433144
"486833",25,1190,18,124," 7.3",21,218,215,9,2,2,"","IFN2","25_1190","25_1190_18","IFN2_25_1190_18",21.65,31.8309886183791,368.13379064306
"486834",25,1190,19,134," 4.5",21,219,216,10,2,2,"","IFN2","25_1190","25_1190_19","IFN2_25_1190_19",21.75,31.8309886183791,371.542418672205
"486835",25,1190,20,140," 9.8",21,175,170,8.5,2,2,"","IFN2","25_1190","25_1190_20","IFN2_25_1190_20",17.25,31.8309886183791,233.705040995953
"486836",25,1190,21,146," 7.0",21,177,174,9.5,2,2,"","IFN2","25_1190","25_1190_21","IFN2_25_1190_21",17.55,31.8309886183791,241.904597821823
"486837",25,1190,22,159," 3.2",21,134,130,9,2,2,"","IFN2","25_1190","25_1190_22","IFN2_25_1190_22",13.2,31.8309886183791,136.847775990371
"486838",25,1190,23,163," 9.7",21,196,190,10.5,2,2,"","IFN2","25_1190","25_1190_23","IFN2_25_1190_23",19.3,31.8309886183791,292.552961883916
"486839",25,1190,24,178," 8.8",21,203,198,10.5,2,2,"","IFN2","25_1190","25_1190_24","IFN2_25_1190_24",20.05,31.8309886183791,315.732025181183
"486840",25,1190,25,192," 6.6",21,191,189,10.5,2,2,"","IFN2","25_1190","25_1190_25","IFN2_25_1190_25",19,31.8309886183791,283.528736986479
"486841",25,1190,26,194," 8.9",21,127,124,9.5,2,2,"","IFN2","25_1190","25_1190_26","IFN2_25_1190_26",12.55,31.8309886183791,123.702174230507
"486842",25,1190,27,204," 0.6",21,189,190,9,2,2,"","IFN2","25_1190","25_1190_27","IFN2_25_1190_27",18.95,31.8309886183791,282.038443971432
"486843",25,1190,28,204," 3.5",21,177,176,9,2,2,"","IFN2","25_1190","25_1190_28","IFN2_25_1190_28",17.65,31.8309886183791,244.669199356982
"486844",25,1190,29,208,"14.8",21,257,261,11,2,2,"","IFN2","25_1190","25_1190_29","IFN2_25_1190_29",25.9,14.1471060526129,526.852941988642
"486845",25,1190,30,216," 7.3",21,233,223,10,2,2,"","IFN2","25_1190","25_1190_30","IFN2_25_1190_30",22.8,14.1471060526129,408.28138126053
"486846",25,1190,31,236,"11.9",21,224,228,10,2,2,"","IFN2","25_1190","25_1190_31","IFN2_25_1190_31",22.6,14.1471060526129,401.149965936881
"486847",25,1190,32,246," 4.6",21,178,174,9.5,2,2,"","IFN2","25_1190","25_1190_32","IFN2_25_1190_32",17.6,31.8309886183791,243.284935093994
"486848",25,1190,33,259," 2.8",21,217,216,9,2,2,"","IFN2","25_1190","25_1190_33","IFN2_25_1190_33",21.65,31.8309886183791,368.13379064306
"486849",25,1190,34,259," 6.2",21,156,155,10,2,2,"","IFN2","25_1190","25_1190_34","IFN2_25_1190_34",15.55,31.8309886183791,189.911239404911
"486850",25,1190,35,260,"14.3",21,227,240,11,2,2,"","IFN2","25_1190","25_1190_35","IFN2_25_1190_35",23.35,14.1471060526129,428.216750142965
"486851",25,1190,36,263," 8.3",21,207,201,10.5,2,2,"","IFN2","25_1190","25_1190_36","IFN2_25_1190_36",20.4,31.8309886183791,326.851299679482
"486852",25,1190,37,269," 9.9",21,180,178,10,2,2,"","IFN2","25_1190","25_1190_37","IFN2_25_1190_37",17.9,31.8309886183791,251.649425534176
"486853",25,1190,38,278," 4.2",21,210,207,10.5,2,2,"","IFN2","25_1190","25_1190_38","IFN2_25_1190_38",20.85,31.8309886183791,341.430253087547
"486854",25,1190,39,285," 6.7",21,155,152,10.5,2,2,"","IFN2","25_1190","25_1190_39","IFN2_25_1190_39",15.35,31.8309886183791,185.057478755115
"486855",25,1190,40,287," 8.3",21,132,138,9.5,2,2,"","IFN2","25_1190","25_1190_40","IFN2_25_1190_40",13.5,31.8309886183791,143.138815279185
"486856",25,1190,41,307," 9.7",21,245,224,10.5,2,2,"1","IFN2","25_1190","25_1190_41","IFN2_25_1190_41",23.45,14.1471060526129,431.892413547665
"486857",25,1190,42,312," 6.0",21,205,195,10,2,2,"","IFN2","25_1190","25_1190_42","IFN2_25_1190_42",20,31.8309886183791,314.159265358979
"486858",25,1190,43,324,"13.1",21,239,234,9.5,2,2,"","IFN2","25_1190","25_1190_43","IFN2_25_1190_43",23.65,14.1471060526129,439.290864246869
"486859",25,1190,44,325," 9.2",21,203,197,10.5,2,2,"","IFN2","25_1190","25_1190_44","IFN2_25_1190_44",20,31.8309886183791,314.159265358979
"486860",25,1190,45,335," 7.3",21,180,189,9.5,2,2,"","IFN2","25_1190","25_1190_45","IFN2_25_1190_45",18.45,31.8309886183791,267.3514983159
"486861",25,1190,46,345," 9.7",21,206,201,9,2,2,"","IFN2","25_1190","25_1190_46","IFN2_25_1190_46",20.35,31.8309886183791,325.25105092156
"486862",25,1190,47,390," 6.2",21,217,204,9,2,5,"","IFN2","25_1190","25_1190_47","IFN2_25_1190_47",21.05,31.8309886183791,348.011889696818
"486863",25,1190,48,394," 4.3",21,170,169,9,2,2,"","IFN2","25_1190","25_1190_48","IFN2_25_1190_48",16.95,31.8309886183791,225.646855839495
"487970",25,1277,1,2," 3.0",21,80,84,6,5,3,"","IFN2","25_1277","25_1277_1","IFN2_25_1277_1",8.2,127.323954473516,52.8101725068444
"487971",25,1277,2,89," 3.5",21,92,92,5.5,5,3,"","IFN2","25_1277","25_1277_2","IFN2_25_1277_2",9.2,127.323954473516,66.47610054996
"487972",25,1277,3,161," 5.1",21,83,81,3,5,3,"1","IFN2","25_1277","25_1277_3","IFN2_25_1277_3",8.2,127.323954473516,52.8101725068444
"487973",25,1277,4,301," 4.4",21,83,86,5,5,3,"","IFN2","25_1277","25_1277_4","IFN2_25_1277_4",8.45,127.323954473516,56.0793923619863
"487974",25,1277,5,338," 5.2",21,102,105,4.5,5,3,"1","IFN2","25_1277","25_1277_5","IFN2_25_1277_5",10.35,127.323954473516,84.1338147585431
"487975",25,1277,6,369," 8.7",21,134,129,5.5,5,3,"","IFN2","25_1277","25_1277_6","IFN2_25_1277_6",13.15,31.8309886183791,135.813013910095
"492499",25,1610,1,5," 8.1",21,175,168,9.5,2,2,"","IFN2","25_1610","25_1610_1","IFN2_25_1610_1",17.15,31.8309886183791,231.003271313866
"492500",25,1610,2,13,"10.8",21,168,188,10,2,2,"","IFN2","25_1610","25_1610_2","IFN2_25_1610_2",17.8,31.8309886183791,248.845554090848
"492501",25,1610,3,17,"10.5",21,139,143,10,2,2,"","IFN2","25_1610","25_1610_3","IFN2_25_1610_3",14.1,31.8309886183791,156.145008865047
"492502",25,1610,4,50," 2.3",21,193,194,9,2,2,"","IFN2","25_1610","25_1610_4","IFN2_25_1610_4",19.35,31.8309886183791,294.070743834681
"492503",25,1610,5,55," 9.3",21,213,222,11,2,2,"","IFN2","25_1610","25_1610_5","IFN2_25_1610_5",21.75,31.8309886183791,371.542418672205
"492504",25,1610,6,60,"14.6",21,236,226,11.5,2,2,"2","IFN2","25_1610","25_1610_6","IFN2_25_1610_6",23.1,14.1471060526129,419.096313970512
"492505",25,1610,7,65," 5.5",21,183,183,8.5,3,2,"2","IFN2","25_1610","25_1610_7","IFN2_25_1610_7",18.3,31.8309886183791,263.021990940171
"492506",25,1610,8,79," 5.1",21,153,155,9,2,2,"2","IFN2","25_1610","25_1610_8","IFN2_25_1610_8",15.4,31.8309886183791,186.265028431339
"492507",25,1610,9,100,"10.6",21,133,122,6.5,3,2,"020","IFN2","25_1610","25_1610_9","IFN2_25_1610_9",12.75,31.8309886183791,127.676288937298
"492508",25,1610,10,102," 4.7",21,129,130,8,3,2,"045","IFN2","25_1610","25_1610_10","IFN2_25_1610_10",12.95,31.8309886183791,131.713235497161
"492509",25,1610,11,122," 9.7",21,130,129,5,5,5,"","IFN2","25_1610","25_1610_11","IFN2_25_1610_11",12.95,31.8309886183791,131.713235497161
"492510",25,1610,12,183," 7.4",21,214,226,8.5,2,2,"","IFN2","25_1610","25_1610_12","IFN2_25_1610_12",22,31.8309886183791,380.132711084365
"492511",25,1610,13,197,"15.2",21,310,280,12,2,2,"","IFN2","25_1610","25_1610_13","IFN2_25_1610_13",29.5,14.1471060526129,683.492751696629
"492512",25,1610,14,223," 5.7",21,166,153,7,2,2,"","IFN2","25_1610","25_1610_14","IFN2_25_1610_14",15.95,31.8309886183791,199.807256263719
"492513",25,1610,15,248," 8.7",21,164,163,9,2,2,"","IFN2","25_1610","25_1610_15","IFN2_25_1610_15",16.35,31.8309886183791,209.954600534814
"492514",25,1610,16,249," 7.5",21,164,169,9,2,2,"","IFN2","25_1610","25_1610_16","IFN2_25_1610_16",16.65,31.8309886183791,217.730042352449
"492515",25,1610,17,257," 7.1",21,168,160,6.5,4,2,"","IFN2","25_1610","25_1610_17","IFN2_25_1610_17",16.4,31.8309886183791,211.240690027378
"492516",25,1610,18,264,"11.2",21,208,201,10,2,2,"2","IFN2","25_1610","25_1610_18","IFN2_25_1610_18",20.45,31.8309886183791,328.455475428221
"492517",25,1610,19,265,"11.5",21,193,205,10,2,2,"2","IFN2","25_1610","25_1610_19","IFN2_25_1610_19",19.9,31.8309886183791,311.025526687023
"492518",25,1610,20,285," 3.5",21,171,170,7,2,2,"","IFN2","25_1610","25_1610_20","IFN2_25_1610_20",17.05,31.8309886183791,228.317209595047
"492519",25,1610,21,299,"14.2",21,255,264,10.5,2,2,"1","IFN2","25_1610","25_1610_21","IFN2_25_1610_21",25.95,14.1471060526129,528.88908672725
"492520",25,1610,22,319," 9.1",21,159,157,8,2,2,"","IFN2","25_1610","25_1610_22","IFN2_25_1610_22",15.8,31.8309886183791,196.066797510539
"492521",25,1610,23,341," 5.3",21,304,312,10,2,2,"","IFN2","25_1610","25_1610_23","IFN2_25_1610_23",30.8,14.1471060526129,745.060113725355
"492522",25,1610,24,366," 0.9",21,123,120,7,2,2,"","IFN2","25_1610","25_1610_24","IFN2_25_1610_24",12.15,127.323954473516,115.94244037614
"492523",25,1610,25,399," 6.0",21,138,132,10,2,2,"","IFN2","25_1610","25_1610_25","IFN2_25_1610_25",13.5,31.8309886183791,143.138815279185
"493575",25,1655,1,13,"13.7",21,268,277,12,2,2,"2","IFN2","25_1655","25_1655_1","IFN2_25_1655_1",27.25,14.1471060526129,583.207223707818
"493576",25,1655,2,25,"10.5",21,352,369,10,2,2,"","IFN2","25_1655","25_1655_2","IFN2_25_1655_2",36.05,14.1471060526129,1020.70541664673
"493577",25,1655,3,35,"10.2",21,291,286,12,2,2,"","IFN2","25_1655","25_1655_3","IFN2_25_1655_3",28.85,14.1471060526129,653.704562854373
"493578",25,1655,4,46,"14.0",21,278,299,10,2,2,"","IFN2","25_1655","25_1655_4","IFN2_25_1655_4",28.85,14.1471060526129,653.704562854373
"493579",25,1655,5,57," 0.8",21,200,196,11.5,2,2,"","IFN2","25_1655","25_1655_5","IFN2_25_1655_5",19.8,31.8309886183791,307.907495978336
"493580",25,1655,6,68," 8.6",21,240,244,10.5,2,2,"","IFN2","25_1655","25_1655_6","IFN2_25_1655_6",24.2,14.1471060526129,459.960580412082
"493581",25,1655,7,76," 3.5",21,219,242,10.5,2,2,"","IFN2","25_1655","25_1655_7","IFN2_25_1655_7",23.05,14.1471060526129,417.284007708473
"493582",25,1655,8,83,"13.3",21,243,224,10.5,2,2,"","IFN2","25_1655","25_1655_8","IFN2_25_1655_8",23.35,14.1471060526129,428.216750142965
"493583",25,1655,9,91," 6.7",21,264,280,12,2,2,"2","IFN2","25_1655","25_1655_9","IFN2_25_1655_9",27.2,14.1471060526129,581.068977207968
"493584",25,1655,10,95," 7.0",21,296,283,12,2,2,"","IFN2","25_1655","25_1655_10","IFN2_25_1655_10",28.95,14.1471060526129,658.24416423881
"493585",25,1655,11,96,"13.5",21,252,255,10.5,2,2,"","IFN2","25_1655","25_1655_11","IFN2_25_1655_11",25.35,14.1471060526129,504.714531257877
"493586",25,1655,12,155,"11.4",21,288,318,15,2,2,"2","IFN2","25_1655","25_1655_12","IFN2_25_1655_12",30.3,14.1471060526129,721.066199833563
"493587",25,1655,13,156,"11.8",21,280,313,15,2,2,"2","IFN2","25_1655","25_1655_13","IFN2_25_1655_13",29.65,14.1471060526129,690.461196901373
"493588",25,1655,14,168," 3.0",21,309,284,12.5,2,2,"","IFN2","25_1655","25_1655_14","IFN2_25_1655_14",29.65,14.1471060526129,690.461196901373
"493589",25,1655,15,180," 7.0",21,129,123,10,2,2,"","IFN2","25_1655","25_1655_15","IFN2_25_1655_15",12.6,31.8309886183791,124.689812420979
"493590",25,1655,16,190," 4.9",21,129,129,11,2,2,"","IFN2","25_1655","25_1655_16","IFN2_25_1655_16",12.9,31.8309886183791,130.698108370969
"493591",25,1655,17,197," 6.9",21,238,236,13.5,2,2,"","IFN2","25_1655","25_1655_17","IFN2_25_1655_17",23.7,14.1471060526129,441.150294398713
"493592",25,1655,18,200," 9.7",21,263,264,10.5,2,2,"","IFN2","25_1655","25_1655_18","IFN2_25_1655_18",26.35,14.1471060526129,545.319616305525
"493593",25,1655,19,205,"12.8",21,238,245,12,2,2,"","IFN2","25_1655","25_1655_19","IFN2_25_1655_19",24.15,14.1471060526129,458.061880352068
"493594",25,1655,20,206," 4.6",21,202,200,12,2,2,"","IFN2","25_1655","25_1655_20","IFN2_25_1655_20",20.1,31.8309886183791,317.308711994203
"493595",25,1655,21,207," 3.3",21,108,122,10,2,2,"2","IFN2","25_1655","25_1655_21","IFN2_25_1655_21",11.5,127.323954473516,103.868907109313
"493596",25,1655,22,212," 1.9",21,184,173,11,2,2,"","IFN2","25_1655","25_1655_22","IFN2_25_1655_22",17.85,31.8309886183791,250.245526317103
"493597",25,1655,23,212," 3.2",21,100,105,8.5,2,3,"","IFN2","25_1655","25_1655_23","IFN2_25_1655_23",10.25,127.323954473516,82.5158945419444
"493598",25,1655,24,216," 8.4",21,189,180,10.5,2,2,"","IFN2","25_1655","25_1655_24","IFN2_25_1655_24",18.45,31.8309886183791,267.3514983159
"493599",25,1655,25,231," 6.2",21,206,216,12,2,2,"","IFN2","25_1655","25_1655_25","IFN2_25_1655_25",21.1,31.8309886183791,349.667116326178
"493600",25,1655,26,235," 9.8",21,163,155,10,2,2,"","IFN2","25_1655","25_1655_26","IFN2_25_1655_26",15.9,31.8309886183791,198.556509688509
"493601",25,1655,27,235,"13.8",21,229,241,10.5,2,2,"","IFN2","25_1655","25_1655_27","IFN2_25_1655_27",23.5,14.1471060526129,433.736135736241
"493602",25,1655,28,256," 8.7",21,195,205,10.5,2,2,"1","IFN2","25_1655","25_1655_28","IFN2_25_1655_28",20,31.8309886183791,314.159265358979
"493603",25,1655,29,257," 8.5",21,184,192,10.5,2,2,"1","IFN2","25_1655","25_1655_29","IFN2_25_1655_29",18.8,31.8309886183791,277.591126871194
"493604",25,1655,30,271," 2.6",21,297,312,12,2,2,"2","IFN2","25_1655","25_1655_30","IFN2_25_1655_30",30.45,14.1471060526129,728.223140597523
"493605",25,1655,31,279," 3.0",21,283,287,12,2,2,"2","IFN2","25_1655","25_1655_31","IFN2_25_1655_31",28.5,14.1471060526129,637.939658219577
"493606",25,1655,32,284,"13.3",21,269,267,10.5,2,2,"2","IFN2","25_1655","25_1655_32","IFN2_25_1655_32",26.8,14.1471060526129,564.104376878583
"493607",25,1655,33,296," 6.6",21,223,213,10,2,2,"","IFN2","25_1655","25_1655_33","IFN2_25_1655_33",21.8,31.8309886183791,373.252623173003
"493608",25,1655,34,296,"13.0",21,249,227,10.5,2,2,"","IFN2","25_1655","25_1655_34","IFN2_25_1655_34",23.8,14.1471060526129,444.880935674851
"493609",25,1655,35,300,"13.1",21,270,262,10.5,2,2,"","IFN2","25_1655","25_1655_35","IFN2_25_1655_35",26.6,14.1471060526129,555.716324493499
"493610",25,1655,36,316," 7.6",21,234,239,11,2,2,"","IFN2","25_1655","25_1655_36","IFN2_25_1655_36",23.65,14.1471060526129,439.290864246869
"493611",25,1655,37,319," 8.6",21,209,204,11,2,2,"","IFN2","25_1655","25_1655_37","IFN2_25_1655_37",20.65,31.8309886183791,334.911448331348
"493612",25,1655,38,320," 5.7",21,201,217,11,2,2,"","IFN2","25_1655","25_1655_38","IFN2_25_1655_38",20.9,31.8309886183791,343.069771753639
"493613",25,1655,39,355," 4.1",21,187,186,10.5,2,2,"","IFN2","25_1655","25_1655_39","IFN2_25_1655_39",18.65,31.8309886183791,273.179152688309
"493614",25,1655,40,388," 4.1",21,310,340,10.5,2,2,"2","IFN2","25_1655","25_1655_40","IFN2_25_1655_40",32.5,14.1471060526129,829.576810088555
"493615",25,1655,41,395," 3.5",21,190,171,10.5,2,2,"2","IFN2","25_1655","25_1655_41","IFN2_25_1655_41",18.05,31.8309886183791,255.884685130297
